ID,Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross Margin Percentage,Gross Income,Rating
1177,261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,19:39,Credit card,121.92,4.761904762,6.096,4.9
2504,730-70-9830,C,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,3/14/2019,17:54,Ewallet,420.66,4.761904762,21.033,5.2
1779,382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,1/29/2019,12:25,Cash,252.48,4.761904762,12.624,8.9
2428,422-29-8786,A,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,1/3/2019,16:47,Credit card,335.45,4.761904762,16.7725,9.1
3171,667-23-5919,A,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,483.5,4.761904762,24.175,7
3162,843-01-4703,B,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,1/5/2019,19:50,Credit card,318.42,4.761904762,15.921,9.6
2674,743-88-1662,C,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,668.43,4.761904762,33.4215,8.7
1622,595-86-2894,C,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2/6/2019,17:20,Ewallet,387.92,4.761904762,19.396,9.4
1230,182-69-8360,B,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,94.6,4.761904762,4.73,4
2488,289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.466,345.786,1/11/2019,10:37,Credit card,329.32,4.761904762,16.466,7.5
1227,462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,3/19/2019,14:35,Cash,53.22,4.761904762,2.661,4.2
1505,868-52-7573,B,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,1/14/2019,12:09,Cash,498.45,4.761904762,24.9225,9.9
2243,153-58-4872,C,Member,Female,Food and beverages,74.89,4,14.978,314.538,3/1/2019,15:32,Ewallet,299.56,4.761904762,14.978,4.2
1123,662-72-2873,A,Normal,Female,Food and beverages,40.94,5,10.235,214.935,1/6/2019,13:58,Ewallet,204.7,4.761904762,10.235,9.9
2877,525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.791,79.611,1/31/2019,13:19,Cash,75.82,4.761904762,3.791,5.8
2915,689-16-9784,C,Normal,Male,Food and beverages,46.77,6,14.031,294.651,3/11/2019,13:37,Cash,280.62,4.761904762,14.031,6
1793,725-56-0833,A,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,323.2,4.761904762,16.16,10
1897,394-41-0748,C,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,1/27/2019,14:55,Ewallet,486.63,4.761904762,24.3315,9.5
1640,596-42-3999,B,Normal,Male,Food and beverages,18.22,7,6.377,133.917,3/10/2019,14:04,Credit card,127.54,4.761904762,6.377,6.6
2606,541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2/15/2019,12:31,Cash,241.44,4.761904762,12.072,8.1
2965,173-82-9529,B,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,1/26/2019,14:51,Cash,379.5,4.761904762,18.975,9.7
3076,563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,18:27,Ewallet,76.82,4.761904762,3.841,7.2
1255,308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45,Credit card,522.6,4.761904762,26.13,6.2
1586,885-17-6250,A,Normal,Female,Health and beauty,79.74,1,3.987,83.727,3/6/2019,10:36,Ewallet,79.74,4.761904762,3.987,7.3
2852,726-27-2396,A,Normal,Female,Health and beauty,77.5,5,19.375,406.875,1/24/2019,20:36,Ewallet,387.5,4.761904762,19.375,4.3
2115,316-01-3952,A,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,271.35,4.761904762,13.5675,4.6
2305,760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,10:26,Cash,122.31,4.761904762,6.1155,5.8
1515,793-10-3222,B,Member,Female,Health and beauty,41.06,6,12.318,258.678,3/5/2019,13:30,Credit card,246.36,4.761904762,12.318,8.3
2943,346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.658,181.818,3/4/2019,16:28,Cash,173.16,4.761904762,8.658,8
1607,110-05-6330,C,Normal,Female,Food and beverages,39.43,6,11.829,248.409,3/25/2019,20:18,Credit card,236.58,4.761904762,11.829,9.4
2648,651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,3/12/2019,20:04,Credit card,184.88,4.761904762,9.244,6.2
2918,236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2/4/2019,13:38,Ewallet,13.98,4.761904762,0.699,9.8
1046,831-64-0259,B,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2/22/2019,10:43,Ewallet,198.75,4.761904762,9.9375,9.6
1790,587-03-7455,C,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2/16/2019,17:30,Ewallet,684.53,4.761904762,34.2265,4.9
1209,882-40-4577,A,Member,Male,Sports and travel,67.26,4,13.452,282.492,1/19/2019,15:28,Credit card,269.04,4.761904762,13.452,8
1902,732-67-5346,A,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,1/11/2019,19:07,Credit card,68.95,4.761904762,3.4475,7.8
2928,725-32-9708,B,Member,Female,Fashion accessories,68.71,4,13.742,288.582,1/4/2019,19:01,Cash,274.84,4.761904762,13.742,4.1
3100,256-08-8343,A,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,3/4/2019,19:48,Ewallet,226.12,4.761904762,11.306,5.5
1605,372-26-1506,C,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,1/28/2019,19:24,Ewallet,119.1,4.761904762,5.955,5.4
2792,244-08-0162,B,Normal,Female,Health and beauty,34.21,10,17.105,359.205,1/2/2019,13:00,Cash,342.1,4.761904762,17.105,5.1
1760,569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,14:29,Ewallet,43.74,4.761904762,2.187,6.9
2039,132-23-6451,A,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,1/4/2019,13:21,Cash,104.85,4.761904762,5.2425,7.8
3087,696-90-2548,A,Normal,Male,Sports and travel,25.84,3,3.876,81.396,3/10/2019,18:55,Ewallet,77.52,4.761904762,3.876,6.6
1704,472-15-9636,A,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,3/22/2019,19:36,Ewallet,407.44,4.761904762,20.372,9.2
2827,268-03-6164,B,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,96.11,4.761904762,4.8055,7.8
2738,750-57-9686,C,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,1/8/2019,13:48,Credit card,181.52,4.761904762,9.076,8.7
1337,186-09-3669,C,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,1/22/2019,10:57,Ewallet,81.51,4.761904762,4.0755,9.2
2789,848-07-1692,B,Normal,Female,Health and beauty,57.22,2,5.722,120.162,1/12/2019,17:13,Ewallet,114.44,4.761904762,5.722,8.3
3134,745-71-3520,A,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2/4/2019,10:23,Cash,176.54,4.761904762,8.827,8.2
2634,266-76-6436,C,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57,Ewallet,115.8,4.761904762,5.79,7.5
1751,740-22-2500,C,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,1/23/2019,13:29,Cash,252.15,4.761904762,12.6075,9.8
1716,271-88-8734,C,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2/8/2019,13:00,Credit card,972.1,4.761904762,48.605,8.7
1352,301-81-8610,B,Member,Male,Fashion accessories,25.42,8,10.168,213.528,3/19/2019,19:42,Credit card,203.36,4.761904762,10.168,6.7
2514,489-64-4354,C,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,3/9/2019,15:36,Cash,16.28,4.761904762,0.814,5
3141,198-84-7132,B,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,1/2/2019,13:40,Cash,365.49,4.761904762,18.2745,7
2985,269-10-8440,A,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,1/21/2019,18:01,Cash,372.19,4.761904762,18.6095,8.9
1335,650-98-6268,B,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,3/20/2019,13:53,Credit card,62.61,4.761904762,3.1305,8
1686,741-73-3559,B,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2/27/2019,17:27,Cash,336.35,4.761904762,16.8175,6.9
3044,325-77-6186,A,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,3/8/2019,10:53,Ewallet,906.5,4.761904762,45.325,7.3
2582,286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,19:48,Credit card,138.16,4.761904762,6.908,6.9
2316,574-57-9721,C,Normal,Male,Food and beverages,43.27,2,4.327,90.867,3/8/2019,16:53,Ewallet,86.54,4.761904762,4.327,5.7
2742,459-50-7686,A,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,19:14,Ewallet,140.76,4.761904762,7.038,6.4
2259,616-87-0016,B,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,3/9/2019,14:36,Credit card,668.78,4.761904762,33.439,9.6
2096,837-55-7229,B,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,18:19,Credit card,47.44,4.761904762,2.372,6.8
1917,751-69-0068,C,Normal,Male,Sports and travel,99.24,9,44.658,937.818,3/19/2019,19:09,Ewallet,893.16,4.761904762,44.658,9
2474,257-73-1380,C,Member,Male,Sports and travel,82.93,4,16.586,348.306,1/20/2019,16:51,Ewallet,331.72,4.761904762,16.586,9.6
2070,345-08-4992,A,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,3/8/2019,15:37,Credit card,203.94,4.761904762,10.197,7.7
2936,549-96-4200,C,Member,Male,Food and beverages,17.04,4,3.408,71.568,3/8/2019,20:15,Ewallet,68.16,4.761904762,3.408,7
2284,810-60-6344,C,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2/7/2019,14:38,Credit card,326.88,4.761904762,16.344,6.5
1003,450-28-2866,C,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,87.2,4.761904762,4.36,8.1
2309,394-30-3170,B,Member,Female,Sports and travel,88.43,8,35.372,742.812,3/22/2019,19:35,Credit card,707.44,4.761904762,35.372,4.3
1546,138-17-5109,A,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/2019,15:42,Credit card,802.89,4.761904762,40.1445,6.5
1117,192-98-7397,C,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,1/8/2019,14:11,Ewallet,12.78,4.761904762,0.639,9.5
1761,301-11-9629,A,Normal,Female,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43,Cash,133.7,4.761904762,6.685,9.7
2312,390-80-5128,B,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,1/28/2019,17:58,Credit card,19.15,4.761904762,0.9575,9.5
1682,235-46-8343,C,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26,Credit card,276.6,4.761904762,13.83,8.9
1816,453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,3/10/2019,17:38,Credit card,137.22,4.761904762,6.861,6.5
1502,296-11-7041,B,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,1/12/2019,20:07,Credit card,27.07,4.761904762,1.3535,5.3
2073,449-27-2918,B,Member,Female,Sports and travel,39.12,1,1.956,41.076,3/26/2019,11:02,Credit card,39.12,4.761904762,1.956,9.6
2999,891-01-7034,B,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,1/1/2019,19:07,Cash,448.26,4.761904762,22.413,6.7
3061,744-09-5786,B,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,1/2/2019,18:50,Cash,132.06,4.761904762,6.603,7.6
2758,727-17-0390,A,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,318.05,4.761904762,15.9025,4.8
1728,568-88-3448,A,Normal,Male,Health and beauty,25,1,1.25,26.25,3/3/2019,15:09,Ewallet,25,4.761904762,1.25,5.5
3031,187-83-5490,A,Member,Male,Electronic accessories,20.77,4,4.154,87.234,1/31/2019,13:47,Cash,83.08,4.761904762,4.154,4.7
1334,767-54-1907,B,Meber,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,147.8,4.761904762,7.39,6.9
2704,710-46-4433,B,Member,Female,Food and beverages,77.4,9,34.83,731.43,2/15/2019,14:15,Credit card,696.6,4.761904762,34.83,4.5
1683,533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2/7/2019,20:24,Cash,793.9,4.761904762,39.695,6.2
1610,325-90-8763,C,Member,Female,Electronic accessories,46.57,10,23.285,488.985,1/27/2019,13:58,Cash,465.7,4.761904762,23.285,7.6
1202,729-46-7422,C,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,16:52,Credit card,35.89,4.761904762,1.7945,7.9
2896,639-76-1242,C,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2/3/2019,15:19,Cash,202.6,4.761904762,10.13,4.5
1997,234-03-4040,B,Member,Female,Food and beverages,73.05,10,36.525,767.025,3/3/2019,12:25,Credit card,730.5,4.761904762,36.525,8.7
2031,326-71-2155,C,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02,Cash,295.8,4.761904762,14.79,6.1
1299,320-32-8842,C,Member,Female,Food and beverages,22.62,1,1.131,23.751,3/17/2019,18:58,Cash,22.62,4.761904762,1.131,6.4
2838,470-32-9057,A,Member,Male,Food and beverages,51.34,5,12.835,269.535,3/28/2019,15:31,Credit card,256.7,4.761904762,12.835,9.1
2410,878-30-2331,C,Member,Female,Sports and travel,54.55,10,27.275,572.775,3/2/2019,11:22,Credit card,545.5,4.761904762,27.275,7.1
1437,440-59-5691,C,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2/8/2019,13:12,Credit card,260.05,4.761904762,13.0025,7.7
2920,554-53-3790,B,Normal,Male,Sports and travel,37.02,6,11.106,233.226,3/22/2019,18:33,Cash,222.12,4.761904762,11.106,4.5
1378,746-19-0921,C,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2/9/2019,10:02,Ewallet,21.58,4.761904762,1.079,7.2
2052,233-34-0817,C,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2/15/2019,11:21,Cash,98.84,4.761904762,4.942,8.4
1060,767-05-1286,C,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,1/23/2019,12:10,Ewallet,502.62,4.761904762,25.131,5.4
1941,340-21-9136,A,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,160.2,4.761904762,8.01,9.7
2855,405-31-3305,A,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2/2/2019,18:31,Credit card,431.3,4.761904762,21.565,5.5
2578,731-59-7531,B,Member,Male,Health and beauty,72.57,8,29.028,609.588,3/30/2019,17:58,Cash,580.56,4.761904762,29.028,4.6
2902,676-39-6028,A,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,322.2,4.761904762,16.11,6.6
2036,502-05-1910,A,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2/25/2019,20:35,Credit card,195.54,4.761904762,9.777,6.3
2747,485-30-8700,A,Normal,Female,Sports and travel,33.26,5,8.315,174.615,3/18/2019,16:10,Credit card,166.3,4.761904762,8.315,4.2
2101,598-47-9715,C,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,3/7/2019,16:54,Ewallet,336.28,4.761904762,16.814,4.4
1718,701-69-8742,B,Normal,Male,Sports and travel,34.37,10,17.185,360.885,3/16/2019,10:11,Ewallet,343.7,4.761904762,17.185,6.7
2331,575-67-1508,A,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,38.6,4.761904762,1.93,6.7
1507,541-08-3113,C,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2/2/2019,20:29,Cash,527.76,4.761904762,26.388,8.4
2655,246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,328,4.761904762,16.4,6.2
1777,674-15-9296,A,Normal,Male,Sports and travel,37.14,5,9.285,194.985,1/8/2019,13:05,Ewallet,185.7,4.761904762,9.285,5
2461,305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,16:19,Cash,603.8,4.761904762,30.19,6
1151,493-65-6248,C,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019,19:48,Credit card,369.8,4.761904762,18.49,7
1659,438-01-4015,B,Member,Female,Sports and travel,49.49,4,9.898,207.858,3/21/2019,15:25,Ewallet,197.96,4.761904762,9.898,6.6
2718,709-58-4068,B,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2/28/2019,14:42,Cash,410.9,4.761904762,20.545,7.3
2854,795-49-7276,A,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,148.6,4.761904762,7.43,8.3
1053,556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,1/30/2019,20:47,Cash,22.96,4.761904762,1.148,4.3
2535,627-95-3243,B,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2/4/2019,13:21,Ewallet,699.12,4.761904762,34.956,9.8
3032,686-41-0932,B,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,69.4,4.761904762,3.47,8.2
1445,510-09-5628,A,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,196.6,4.761904762,9.83,7.2
1851,608-04-3797,B,Member,Female,Health and beauty,25.32,8,10.128,212.688,3/5/2019,20:24,Ewallet,202.56,4.761904762,10.128,8.7
2833,148-82-2527,C,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,13:44,Credit card,121.2,4.761904762,6.06,8.4
2178,437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2/26/2019,11:48,Ewallet,199.78,4.761904762,9.989,7.1
2935,632-32-4574,B,Normal,Male,Sports and travel,75.92,8,30.368,637.728,3/20/2019,14:14,Cash,607.36,4.761904762,30.368,5.5
2710,556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,1/1/2019,15:51,Cash,126.44,4.761904762,6.322,8.5
2424,862-59-8517,C,Normal,Female,Food and beverages,90.24,6,27.072,568.512,1/27/2019,11:17,Cash,541.44,4.761904762,27.072,6.2
3035,401-18-8016,B,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,1/21/2019,17:36,Cash,98.13,4.761904762,4.9065,8.9
2231,420-18-8989,A,Member,Female,Sports and travel,51.52,8,20.608,432.768,2/2/2019,15:47,Cash,412.16,4.761904762,20.608,9.6
2846,277-63-2961,B,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2/3/2019,15:53,Credit card,73.97,4.761904762,3.6985,5.4
2497,573-98-8548,C,Member,Female,Fashion accessories,31.9,1,1.595,33.495,1/5/2019,12:40,Ewallet,31.9,4.761904762,1.595,9.1
2723,620-02-2046,C,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48,Ewallet,138.8,4.761904762,6.94,9
1576,282-35-2475,B,Normal,Female,Sports and travel,93.31,2,9.331,195.951,3/25/2019,17:53,Cash,186.62,4.761904762,9.331,6.3
1265,511-54-3087,B,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2/25/2019,16:36,Credit card,88.45,4.761904762,4.4225,9.5
3086,726-29-6793,A,Member,Male,Electronic accessories,24.18,8,9.672,203.112,1/28/2019,20:54,Ewallet,193.44,4.761904762,9.672,9.8
1336,387-49-4215,B,Member,Female,Sports and travel,48.5,3,7.275,152.775,1/8/2019,12:50,Cash,145.5,4.761904762,7.275,6.7
2613,862-17-9201,B,Normal,Female,Food and beverages,84.05,6,25.215,529.515,1/29/2019,10:48,Credit card,504.3,4.761904762,25.215,7.7
2869,291-21-5991,B,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,3/29/2019,14:28,Cash,306.45,4.761904762,15.3225,7
2853,602-80-9671,C,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2/9/2019,17:15,Credit card,95.7,4.761904762,4.785,5.1
1248,347-72-6115,B,Member,Female,Sports and travel,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,635.18,4.761904762,31.759,6.2
1184,209-61-0206,A,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,1/5/2019,17:29,Ewallet,214.55,4.761904762,10.7275,6.1
2335,595-27-4851,A,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,379.96,4.761904762,18.998,9.3
3220,189-52-0236,A,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,696.85,4.761904762,34.8425,7.6
3047,503-07-0930,C,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2/23/2019,19:49,Credit card,408.73,4.761904762,20.4365,8.2
1207,413-20-6708,C,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,51.47,4.761904762,2.5735,8.5
1670,425-85-2085,B,Member,Male,Health and beauty,54.86,5,13.715,288.015,3/29/2019,16:48,Ewallet,274.3,4.761904762,13.715,9.8
2425,521-18-7827,C,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/2019,20:46,Credit card,196.95,4.761904762,9.8475,8.7
2386,220-28-1851,A,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,3/1/2019,18:14,Ewallet,69.46,4.761904762,3.473,9.7
1145,600-38-9738,C,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,359.6,4.761904762,17.98,4.3
2508,734-91-1155,B,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,10:34,Credit card,137.13,4.761904762,6.8565,7.7
1257,451-28-5717,C,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,3/20/2019,11:23,Cash,499.02,4.761904762,24.951,7.3
3138,609-81-8548,A,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2/6/2019,13:55,Credit card,224.64,4.761904762,11.232,5.9
3204,133-14-7229,C,Normal,Male,Health and beauty,62.87,2,6.287,132.027,1/1/2019,11:43,Cash,125.74,4.761904762,6.287,5
3119,534-01-4457,A,Normal,Male,Food and beverages,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,490.26,4.761904762,24.513,8
1188,719-89-8991,A,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,457.05,4.761904762,22.8525,7.1
2333,286-62-6248,B,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,156.84,4.761904762,7.842,9
2594,339-38-9982,B,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,119.72,4.761904762,5.986,6.7
2334,827-44-5872,B,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28,Credit card,543.6,4.761904762,27.18,6.1
2839,827-77-7633,A,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2/17/2019,19:41,Cash,882.81,4.761904762,44.1405,9.3
2033,287-83-1405,A,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2/12/2019,19:01,Ewallet,152.58,4.761904762,7.629,7
1064,435-13-4908,A,Member,Male,Fashion accessories,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,693.44,4.761904762,34.672,7.2
1613,857-67-9057,B,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2/6/2019,19:20,Ewallet,229.5,4.761904762,11.475,8.2
2643,236-27-1144,C,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,146.79,4.761904762,7.3395,8.4
2835,892-05-6689,A,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,141.6,4.761904762,7.08,6.2
2649,583-41-4548,C,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/2019,11:36,Ewallet,116.69,4.761904762,5.8345,7.4
2983,339-12-4827,B,Member,Female,Fashion accessories,73.96,1,3.698,77.658,1/5/2019,11:32,Credit card,73.96,4.761904762,3.698,5
1663,643-38-7867,A,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,3/7/2019,11:44,Ewallet,97.94,4.761904762,4.897,6.9
2013,308-81-0538,A,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9
2431,358-88-9262,C,Member,Female,Food and beverages,87.48,6,26.244,551.124,2/1/2019,18:43,Ewallet,524.88,4.761904762,26.244,5.1
1379,460-35-4390,A,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,1/22/2019,11:00,Ewallet,92.04,4.761904762,4.602,9.1
2199,343-87-0864,C,Member,Male,Health and beauty,75.88,1,3.794,79.674,1/3/2019,10:30,Credit card,75.88,4.761904762,3.794,7.1
1033,173-50-1108,B,Member,Female,Sports and travel,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5
1324,243-47-2663,C,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,16:43,Credit card,112.62,4.761904762,5.631,5.5
2586,841-18-8232,B,Normal,Female,Food and beverages,71.2,1,3.56,74.76,1/5/2019,20:40,Credit card,71.2,4.761904762,3.56,9.2
1285,701-23-5550,B,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,3/19/2019,13:40,Ewallet,155.24,4.761904762,7.762,4.9
2475,647-50-1224,A,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,16:23,Ewallet,294.2,4.761904762,14.71,8.9
3053,541-48-8554,A,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,1/7/2019,12:08,Credit card,548.55,4.761904762,27.4275,6
1341,539-21-7227,B,Normal,Female,Sports and travel,51.54,5,12.885,270.585,1/26/2019,17:45,Cash,257.7,4.761904762,12.885,4.2
3219,213-32-1216,A,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,396.36,4.761904762,19.818,7.3
1910,747-58-7183,B,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2/9/2019,20:31,Ewallet,171.81,4.761904762,8.5905,6.5
1133,582-52-8065,B,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2/22/2019,10:49,Cash,488.79,4.761904762,24.4395,8.9
2010,210-57-1719,B,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2/5/2019,12:34,Cash,524.16,4.761904762,26.208,9.7
2989,399-69-4630,C,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/7/2019,10:23,Credit card,133.26,4.761904762,6.663,8.6
1928,134-75-2619,A,Member,Male,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51,Cash,135.24,4.761904762,6.762,6.9
2818,356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,13:45,Credit card,112.44,4.761904762,5.622,7.7
2132,198-66-9832,B,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2/4/2019,19:38,Cash,144.08,4.761904762,7.204,9.5
